,Statement,Link,Date,Source,Label
2400,"?This is all about a certificate of vaccination where they get you a national ID, and then the AI can track you.?",https://www.politifact.com/factchecks/2021/apr/16/facebook-posts/no-government-doesnt-use-national-id-track-you-aft/,"pril 16, 2021",Facebook posts,FALSE
2401,"Coca-Cola, Ben & Jerry?s and other companies support rioting.",https://www.politifact.com/factchecks/2021/apr/16/viral-image/no-these-companies-dont-support-rioting/,"pril 16, 2021",Viral image,FALSE
2402,Says Republican lawmakers delayed COVID-19 testing,https://www.politifact.com/factchecks/2021/apr/16/janet-bewley/wisconsin-lawmaker-overreaches-claim-republicans-d/,"pril 16, 2021",Janet Bewley,FALSE
2403,Says the nation is locked down and there?s ?a wide open border.?,https://www.politifact.com/factchecks/2021/apr/15/facebook-posts/facebook-post-makes-false-claim-about-lockdown-ope/,"pril 15, 2021",Facebook posts,FALSE
2404,"?Maybe (the COVID-19 vaccine) doesn't work, and they're simply not telling you that.?",https://www.politifact.com/factchecks/2021/apr/15/tucker-carlson/tucker-carlson-falsely-claims-covid-19-vaccines-mi/,"pril 15, 2021",Tucker Carlson,FALSE
2405,On whether he supports the filibuster.,https://www.politifact.com/factchecks/2021/apr/15/jeff-jackson/no-jeff-jackson-hasnt-flip-flopped-filibuster/,"pril 15, 2021",Jeff Jackson,FALSE
2406,"President Joe Biden?s American Relief Plan ?has a lot of money in it for schools, but if you really look at it ? it says that the school money is going to go out until the year 2028.?",https://www.politifact.com/factchecks/2021/apr/15/shelley-moore-capito/capito-correct-school-funding-bidens-relief-bill-e/,"pril 15, 2021",Shelley Moore Capito,TRUE
2407,"""Kids in cages"" in border facilities are ""at 700% capacity.""",https://www.politifact.com/factchecks/2021/apr/15/facebook-posts/fact-checking-whether-kids-cages-border-facility-7/,"pril 15, 2021",Facebook posts,TRUE
2408,?There is racism physically built into some of our highways.?,https://www.politifact.com/factchecks/2021/apr/15/pete-buttigieg/pete-buttigieg-right-racism-shaped-some-urban-high/,"pril 15, 2021",Pete Buttigieg,TRUE
2409,"Says Joe Biden is ?withholding $150 million in aid from Ukraine? to ?pressure Ukraine to drop all criminal investigations into him and his son, Hunter.?",https://www.politifact.com/factchecks/2021/apr/15/george-papadopoulos/no-evidence-joe-biden-withholding-aid-ukraine-help/,"pril 15, 2021",George Papadopoulos,FALSE
2410,?Marjorie Taylor Greene just scrubbed her Twitter feed of all things Gaetz.?,https://www.politifact.com/factchecks/2021/apr/15/viral-image/no-majorie-taylor-greene-didnt-erase-matt-gaetz-he/,"pril 15, 2021",Viral image,FALSE
2411,?Moderna chief medical officer admits: mRNA alters DNA.?,https://www.politifact.com/factchecks/2021/apr/14/facebook-posts/no-modernas-chief-medical-officer-didnt-say-mrna-a/,"pril 14, 2021",Facebook posts,FALSE
2412,?Jay-Z and Beyonce are buying back DMX?s masters for $10 Million and giving to his kids for free.?,https://www.politifact.com/factchecks/2021/apr/14/facebook-posts/no-beyonce-and-jay-z-did-not-buy-dmxs-masters-coll/,"pril 14, 2021",Facebook posts,FALSE
2413,?McDonald?s and Coke have both announced no whites will be hired in top positions.?,https://www.politifact.com/factchecks/2021/apr/13/facebook-posts/no-mcdonalds-and-coca-cola-didnt-say-they-arent-hi/,"pril 13, 2021",Facebook posts,FALSE
2414,Says Raphael Warnock supports boycotts of Georgia to protest voting law.,https://www.politifact.com/factchecks/2021/apr/13/national-republican-senatorial-committee/gop-ad-misstates-warnocks-position-georgia-boycott/,"pril 13, 2021",National Republican Senatorial Committee,FALSE
2415,?Something less than 6% ... of this proposal that President Biden has put forward is actually focused on infrastructure.?,https://www.politifact.com/factchecks/2021/apr/13/liz-cheney/liz-cheneys-dubious-claim-just-6-biden-plan-infras/,"pril 13, 2021",Liz Cheney,FALSE
2416,"A serial killer is targeting women in Hot Springs, Ark.",https://www.politifact.com/factchecks/2021/apr/13/facebook-posts/hot-springs-homicide-under-investigation-no-eviden/,"pril 13, 2021",Facebook posts,FALSE
2417,Says the ?1986 Vaccine protection act? resulted in ?the biggest jump in shots? for children because it gave drug manufacturers ?exemption for responsibility of killing people.?,https://www.politifact.com/factchecks/2021/apr/13/facebook-posts/1986-law-did-not-lead-cdc-recommend-more-child-vac/,"pril 13, 2021",Facebook posts,FALSE
2418,A photo shows Queen Elizabeth giggling because Prince Philip surprised her dressed in uniform as a palace guard.,https://www.politifact.com/factchecks/2021/apr/13/viral-image/queen-elizabeth-was-laughing-bees-not-her-husband-/,"pril 13, 2021",Viral image,FALSE
2419,"""DMX received COVID vaccine days before heart attack.""",https://www.politifact.com/factchecks/2021/apr/12/instagram-posts/fact-checking-unproven-claims-rapper-dmx-died-afte/,"pril 12, 2021",Instagram posts,FALSE
2420,"After learning some officers are Jewish, ?Ilhan Omar says police shouldn?t exist.?",https://www.politifact.com/factchecks/2021/apr/12/viral-image/no-ilhan-omar-didnt-say-police-shouldnt-exist-beca/,"pril 12, 2021",Viral image,FALSE
2421,"?George Floyd?s younger brother, Dejywan Floyd, has been arrested in North Carolina for a ?road rage? shooting of a white couple, killing the mother of six sitting in the passenger seat.?",https://www.politifact.com/factchecks/2021/apr/12/viral-image/no-george-floyds-younger-brother-wasnt-arrested-mu/,"pril 12, 2021",Viral image,FALSE
2422,"?A new, independent study put out last week found that at least 55 of our largest corporations used various loopholes to pay zero federal income tax in 2020.?",https://www.politifact.com/factchecks/2021/apr/12/joe-biden/fact-checking-joe-biden-corporation-taxes/,"pril 12, 2021",Joe Biden,TRUE
2423,Residents of New York state ?pay the highest taxes in the nation.?,https://www.politifact.com/factchecks/2021/apr/12/nicholas-langworthy/does-new-york-state-have-highest-taxes-united-stat/,"pril 12, 2021",Nicholas Langworthy,TRUE
2424,Black Lives Matter protest at Iowa Capitol was an ?insurrection? like that on Jan. 6 at the U.S. Capitol.,https://www.politifact.com/factchecks/2021/apr/12/blog-posting/no-iowa-blm-protest-was-not-jan-6-us-capitol-riot/,"pril 12, 2021",Bloggers,FALSE
2425,?We have encountered the largest surge of migrants (at the southern border) in the last 20 years.?,https://www.politifact.com/factchecks/2021/apr/12/glenn-grothman/grothman-miscalculates-claim-largest-surge-migrant/,"pril 12, 2021",Glenn Grothman,FALSE
2426,On running for governor as an independent.,https://www.politifact.com/factchecks/2021/apr/12/amanda-chase/chase-FALSEs-pledge-not-launch-independent-bid/,"pril 12, 2021",Amanda Chase,FALSE
2427,"""In fact, the data coming in from some states that have legalized marijuana is that they actually see a decrease in use over time, particularly among young people.""",https://www.politifact.com/factchecks/2021/apr/09/liz-krueger/krueger-overstates-findings-marijuana-legalization/,"April 9, 2021",Liz Krueger,TRUE
2428,?56 million defenseless people ?rounded up and exterminated? in the 20th Century because of gun control.?,https://www.politifact.com/factchecks/2021/apr/09/instagram-posts/no-direct-link-between-gun-control-and-killings-au/,"April 9, 2021",Instagram posts,FALSE
2429,Says Officer Derek Chauvin?s knee was ?not on neck of George Floyd.?,https://www.politifact.com/factchecks/2021/apr/09/instagram-posts/instagram-post-ignores-full-floyd-video-falsely-cl/,"April 9, 2021",Instagram posts,FALSE
2430,"?Kids at the border: 2,600 highest number Trump, 12,000 currently under Biden.?",https://www.politifact.com/factchecks/2021/apr/09/brandon-tatum/more-children-held-border-under-biden-trump-not-4-/,"April 9, 2021",Brandon Tatum,TRUE
2431,"?Covid-does NOT exist AS A VIRUS,? and Russian doctors performing autopsies on deceased COVID-19 patients violate a World Health Organization law",https://www.politifact.com/factchecks/2021/apr/09/instagram-posts/covid-19-caused-virus-and-autopsies-covid-19-patie/,"April 9, 2021",Instagram posts,FALSE
2432,?Nothing has changed in the election code (under SB 7) regarding early voting. Nothing has changed.",https://www.politifact.com/factchecks/2021/apr/09/dan-patrick/yes-texas-senates-election-bill-sb7-changes-early-/,"April 9, 2021",Dan Patrick,FALSE
2433,"?You go to a gun show, you can buy whatever you want, and no background check.""",https://www.politifact.com/factchecks/2021/apr/08/joe-biden/gun-policy-address-joe-biden-was-wrong-about-backg/,"April 8, 2021",Joe Biden,FALSE
2434,"""New poll indicates? Joe Biden?s ?approval at 11%, the lowest approval rating of any president in American history.""",https://www.politifact.com/factchecks/2021/apr/08/facebook-posts/no-gallup-poll-does-not-show-biden-approval-rating/,"April 8, 2021",Facebook posts,FALSE
2435,Says it doesn't make sense for young adults to get the vaccine since they "really are not under that much of a threat as a result of this virus.",https://www.politifact.com/factchecks/2021/apr/08/tom-tiffany/tiffany-misses-mark-claim-young-adults-are-not-sus/,"April 8, 2021",Tom Tiffany,FALSE
2436,?Former Las Vegas Raiders offensive tackle Bruce Campbell involved in altercation.?,https://www.politifact.com/factchecks/2021/apr/07/facebook-posts/no-evidence-walmart-brawl-video-shows-former-nfl-p/,"April 7, 2021",Facebook posts,FALSE
2437,"President Joe Biden?s infrastructure proposal ?is fully paid for. Across 15 years, it would raise all of the revenue needed for these once-in-a-lifetime investments.""",https://www.politifact.com/factchecks/2021/apr/07/pete-buttigieg/joe-bidens-infrastructure-bill-fully-paid/,"April 7, 2021",Pete Buttigieg,TRUE
2438,"Colorado ?requires photo ID to vote in person, requires signature verification for mail-in ballots, which Georgia got rid of, and prevents campaign workers from giving food, water to voters within 100 feet if they?re wearing campaign apparel.?",https://www.politifact.com/factchecks/2021/apr/07/facebook-posts/did-mlb-move-all-star-game-state-similar-voting-re/,"April 7, 2021",Facebook posts,TRUE
2439,"""Sunday was never used before as a voting day in Georgia.?",https://www.politifact.com/factchecks/2021/apr/07/edward-lawrence/fox-business-reporter-wrong-about-history-sunday-v/,"April 7, 2021",Edward Lawrence,FALSE
2440,?Report: Biden administration busing ?thousands? of illegals to red states to get permanent status.?,https://www.politifact.com/factchecks/2021/apr/07/blog-posting/no-report-does-not-say-biden-administration-busing/,"April 7, 2021",Bloggers,FALSE
2441,Says Georgia ?has more day-of voting rights than Colorado.?,https://www.politifact.com/factchecks/2021/apr/07/tim-scott/tim-scott-overlooks-colorados-massive-vote-mail-sy/,"April 7, 2021",Tim Scott,FALSE
2442,"""Over the past decade, drug prices have risen at three times the rate of inflation.""",https://www.politifact.com/factchecks/2021/apr/07/tammy-baldwin/us-sen-tammy-baldwin-generally-right-drug-price-hi/,"April 7, 2021",Tammy Baldwin,TRUE
2443,The proposal by President Joe Biden would put the U.S. ?No. 2 in the world? for the highest corporate tax rate.,https://www.politifact.com/factchecks/2021/apr/06/roy-blunt/roy-blunts-incompletely-characterizes-joe-bidens-c/,"April 6, 2021",Roy Blunt,TRUE
2444,President Joe Biden?s corporate tax rate increase would "put us in line with other industrial nations.",https://www.politifact.com/factchecks/2021/apr/06/jennifer-granholm/jennifer-granholm-spins-comparison-joe-bidens-corp/,"April 6, 2021",Jennifer Granholm,FALSE
2445,?6000% Increase in Reported Vaccine Deaths 1st Quarter 2021 Compared to 1st Quarter 2020?,https://www.politifact.com/factchecks/2021/apr/06/instagram-posts/covid-19-vaccines-have-not-led-6000-increase-patie/,"April 6, 2021",Instagram posts,FALSE
2446,?The Biden administration is engaging in human trafficking because they are enabling this to happen? at the southern border.,https://www.politifact.com/factchecks/2021/apr/06/katie-pavlich/katie-pavlich-falsely-claims-biden-administration-/,"April 6, 2021",Katie Pavlich,FALSE
2447,Says Donald Trump indicted Amy Coney Barrett.,https://www.politifact.com/factchecks/2021/apr/06/blog-posting/no-amy-coney-barrett-wasnt-indicted/,"April 6, 2021",Bloggers,FALSE
2448,?Twice as many children are in Border Patrol custody under Biden than Trump peak in 2019.?,https://www.politifact.com/factchecks/2021/apr/06/greg-abbott/yes-number-kids-border-patrol-custody-double-2019s/,"April 6, 2021",Greg Abbott,TRUE
2449,Says Ford agreed to invest $900 million at an Ohio plant because Donald Trump ?lowered taxes? and is now moving the project to Mexico because Joe Biden is ?increasing taxes.?,https://www.politifact.com/factchecks/2021/apr/06/facebook-posts/no-sign-tax-moves-trump-or-biden-affected-ford-car/,"April 6, 2021",Facebook posts,FALSE
2450,"?Pete Buttigieg?s dog and pony show. He gets out of [the] car to ride his bike a few feet, pretending to save energy.?",https://www.politifact.com/factchecks/2021/apr/06/facebook-posts/no-pete-buttigieg-didnt-fake-bike-ride/,"April 6, 2021",Facebook posts,FALSE
2451,"?Per the CDC, there are nearly twice as many vaccine-related deaths so far in 2021 (1,755) than all the vaccine deaths this past decade (994).?",https://www.politifact.com/factchecks/2021/apr/06/gateway-pundit/no-reports-cdcs-vaccine-early-warning-system-are-n/,"April 6, 2021",The Gateway Pundit,FALSE
2452,Says Gov. Tony Evers? 2021-22 state budget "increases taxes $1 billion ",https://www.politifact.com/factchecks/2021/apr/06/rick-gundrum/yes-evers-budget-increases-wisconsin-taxes-more-1-/,"April 6, 2021",Rick Gundrum,TRUE
2453,"Navy SEALs found over 1,000 trafficked children and dead bodies on the Evergreen ship that blocked the Suez Canal.",https://www.politifact.com/factchecks/2021/apr/05/blog-posting/no-trafficked-children-dead-bodies-were-not-remove/,"April 5, 2021",Bloggers,FALSE
2454,"H.R. 1 ?mandates practices nationwide? that include ?ballot harvesting, universal mail-in voting and same-day registration.?",https://www.politifact.com/factchecks/2021/apr/05/alex-mooney/fact-checking-rep-alex-mooney-wva-requirements-hr-/,"April 5, 2021",Alex Mooney,TRUE
2455,"In this photo, ?Man uses a gun to rob a Texas convenience store. Man was shot by every customer inside the store?",https://www.politifact.com/factchecks/2021/apr/05/viral-image/image-doesnt-show-gun-owners-texas-shooting-robber/,"April 5, 2021",Viral image,FALSE
